start_time,away_team,home_team,away_team_score,home_team_score
2024-10-22 23:30:00+00:00,Team.NEW_YORK_KNICKS,Team.BOSTON_CELTICS,109.0,132.0
2024-10-23 02:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.LOS_ANGELES_LAKERS,103.0,110.0
2024-10-23 23:00:00+00:00,Team.INDIANA_PACERS,Team.DETROIT_PISTONS,115.0,109.0
2024-10-23 23:30:00+00:00,Team.BROOKLYN_NETS,Team.ATLANTA_HAWKS,116.0,120.0
2024-10-23 23:30:00+00:00,Team.ORLANDO_MAGIC,Team.MIAMI_HEAT,116.0,97.0
2024-10-23 23:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.PHILADELPHIA_76ERS,124.0,109.0
2024-10-23 23:30:00+00:00,Team.CLEVELAND_CAVALIERS,Team.TORONTO_RAPTORS,136.0,106.0
2024-10-24 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.HOUSTON_ROCKETS,110.0,105.0
2024-10-24 00:00:00+00:00,Team.CHICAGO_BULLS,Team.NEW_ORLEANS_PELICANS,111.0,123.0
2024-10-24 01:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.UTAH_JAZZ,126.0,124.0
2024-10-24 02:00:00+00:00,Team.PHOENIX_SUNS,Team.LOS_ANGELES_CLIPPERS,116.0,113.0
2024-10-24 02:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.PORTLAND_TRAIL_BLAZERS,140.0,104.0
2024-10-24 23:00:00+00:00,Team.BOSTON_CELTICS,Team.WASHINGTON_WIZARDS,122.0,102.0
2024-10-24 23:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.DALLAS_MAVERICKS,109.0,120.0
2024-10-25 02:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.SACRAMENTO_KINGS,117.0,115.0
2024-10-25 02:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.DENVER_NUGGETS,102.0,87.0
2024-10-25 23:00:00+00:00,Team.BROOKLYN_NETS,Team.ORLANDO_MAGIC,101.0,116.0
2024-10-25 23:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.TORONTO_RAPTORS,107.0,115.0
2024-10-25 23:30:00+00:00,Team.CHARLOTTE_HORNETS,Team.ATLANTA_HAWKS,120.0,125.0
2024-10-25 23:30:00+00:00,Team.DETROIT_PISTONS,Team.CLEVELAND_CAVALIERS,101.0,113.0
2024-10-25 23:30:00+00:00,Team.INDIANA_PACERS,Team.NEW_YORK_KNICKS,98.0,123.0
2024-10-26 00:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.HOUSTON_ROCKETS,108.0,128.0
2024-10-26 00:00:00+00:00,Team.CHICAGO_BULLS,Team.MILWAUKEE_BUCKS,133.0,122.0
2024-10-26 01:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.UTAH_JAZZ,127.0,86.0
2024-10-26 02:00:00+00:00,Team.PHOENIX_SUNS,Team.LOS_ANGELES_LAKERS,116.0,123.0
2024-10-26 02:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.PORTLAND_TRAIL_BLAZERS,105.0,103.0
2024-10-26 21:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.DENVER_NUGGETS,109.0,104.0
2024-10-26 23:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.WASHINGTON_WIZARDS,135.0,116.0
2024-10-26 23:00:00+00:00,Team.BOSTON_CELTICS,Team.DETROIT_PISTONS,124.0,118.0
2024-10-26 23:00:00+00:00,Team.MIAMI_HEAT,Team.CHARLOTTE_HORNETS,114.0,106.0
2024-10-27 00:00:00+00:00,Team.ORLANDO_MAGIC,Team.MEMPHIS_GRIZZLIES,111.0,124.0
2024-10-27 00:00:00+00:00,Team.TORONTO_RAPTORS,Team.MINNESOTA_TIMBERWOLVES,101.0,112.0
2024-10-27 00:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.CHICAGO_BULLS,114.0,95.0
2024-10-27 00:30:00+00:00,Team.HOUSTON_ROCKETS,Team.SAN_ANTONIO_SPURS,106.0,109.0
2024-10-27 02:00:00+00:00,Team.DALLAS_MAVERICKS,Team.PHOENIX_SUNS,102.0,114.0
2024-10-27 02:30:00+00:00,Team.SACRAMENTO_KINGS,Team.LOS_ANGELES_LAKERS,127.0,131.0
2024-10-27 19:30:00+00:00,Team.PHILADELPHIA_76ERS,Team.INDIANA_PACERS,118.0,114.0
2024-10-27 22:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.PORTLAND_TRAIL_BLAZERS,103.0,125.0
2024-10-27 22:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.BROOKLYN_NETS,102.0,115.0
2024-10-27 23:00:00+00:00,Team.ATLANTA_HAWKS,Team.OKLAHOMA_CITY_THUNDER,104.0,128.0
2024-10-28 00:30:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.GOLDEN_STATE_WARRIORS,112.0,104.0
2024-10-28 23:00:00+00:00,Team.INDIANA_PACERS,Team.ORLANDO_MAGIC,115.0,119.0
2024-10-28 23:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.ATLANTA_HAWKS,121.0,119.0
2024-10-28 23:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.BOSTON_CELTICS,108.0,119.0
2024-10-28 23:30:00+00:00,Team.DENVER_NUGGETS,Team.TORONTO_RAPTORS,127.0,125.0
2024-10-28 23:30:00+00:00,Team.DETROIT_PISTONS,Team.MIAMI_HEAT,98.0,106.0
2024-10-28 23:30:00+00:00,Team.CLEVELAND_CAVALIERS,Team.NEW_YORK_KNICKS,110.0,104.0
2024-10-29 00:00:00+00:00,Team.HOUSTON_ROCKETS,Team.SAN_ANTONIO_SPURS,106.0,101.0
2024-10-29 00:00:00+00:00,Team.CHICAGO_BULLS,Team.MEMPHIS_GRIZZLIES,126.0,123.0
2024-10-29 00:30:00+00:00,Team.UTAH_JAZZ,Team.DALLAS_MAVERICKS,102.0,110.0
2024-10-29 02:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.SACRAMENTO_KINGS,98.0,111.0
2024-10-29 02:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.PHOENIX_SUNS,105.0,109.0
2024-10-29 23:30:00+00:00,Team.DENVER_NUGGETS,Team.BROOKLYN_NETS,144.0,139.0
2024-10-29 23:30:00+00:00,Team.DALLAS_MAVERICKS,Team.MINNESOTA_TIMBERWOLVES,120.0,114.0
2024-10-30 01:00:00+00:00,Team.SACRAMENTO_KINGS,Team.UTAH_JAZZ,113.0,96.0
2024-10-30 02:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.GOLDEN_STATE_WARRIORS,106.0,124.0
2024-10-30 23:00:00+00:00,Team.DETROIT_PISTONS,Team.PHILADELPHIA_76ERS,105.0,95.0
2024-10-30 23:00:00+00:00,Team.ATLANTA_HAWKS,Team.WASHINGTON_WIZARDS,120.0,133.0
2024-10-30 23:00:00+00:00,Team.BOSTON_CELTICS,Team.INDIANA_PACERS,132.0,135.0
2024-10-30 23:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.CLEVELAND_CAVALIERS,110.0,134.0
2024-10-30 23:00:00+00:00,Team.TORONTO_RAPTORS,Team.CHARLOTTE_HORNETS,133.0,138.0
2024-10-30 23:30:00+00:00,Team.NEW_YORK_KNICKS,Team.MIAMI_HEAT,116.0,107.0
2024-10-31 00:00:00+00:00,Team.ORLANDO_MAGIC,Team.CHICAGO_BULLS,99.0,102.0
2024-10-31 00:00:00+00:00,Team.BROOKLYN_NETS,Team.MEMPHIS_GRIZZLIES,119.0,106.0
2024-10-31 01:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.OKLAHOMA_CITY_THUNDER,93.0,105.0
2024-10-31 02:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.GOLDEN_STATE_WARRIORS,89.0,104.0
2024-10-31 02:30:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.LOS_ANGELES_CLIPPERS,106.0,105.0
2024-11-01 00:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.MEMPHIS_GRIZZLIES,99.0,122.0
2024-11-01 00:30:00+00:00,Team.HOUSTON_ROCKETS,Team.DALLAS_MAVERICKS,108.0,102.0
2024-11-01 01:00:00+00:00,Team.SAN_ANTONIO_SPURS,Team.UTAH_JAZZ,106.0,88.0
2024-11-01 02:30:00+00:00,Team.PHOENIX_SUNS,Team.LOS_ANGELES_CLIPPERS,125.0,119.0
2024-11-01 23:00:00+00:00,Team.BOSTON_CELTICS,Team.CHARLOTTE_HORNETS,124.0,109.0
2024-11-01 23:00:00+00:00,Team.ORLANDO_MAGIC,Team.CLEVELAND_CAVALIERS,109.0,120.0
2024-11-01 23:00:00+00:00,Team.NEW_YORK_KNICKS,Team.DETROIT_PISTONS,128.0,98.0
2024-11-01 23:30:00+00:00,Team.SACRAMENTO_KINGS,Team.ATLANTA_HAWKS,123.0,115.0
2024-11-01 23:30:00+00:00,Team.CHICAGO_BULLS,Team.BROOKLYN_NETS,112.0,120.0
2024-11-01 23:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.TORONTO_RAPTORS,131.0,125.0
2024-11-02 00:00:00+00:00,Team.INDIANA_PACERS,Team.NEW_ORLEANS_PELICANS,118.0,125.0
2024-11-02 01:30:00+00:00,Team.DENVER_NUGGETS,Team.MINNESOTA_TIMBERWOLVES,116.0,119.0
2024-11-02 02:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.PORTLAND_TRAIL_BLAZERS,137.0,114.0
2024-11-02 22:00:00+00:00,Team.BOSTON_CELTICS,Team.CHARLOTTE_HORNETS,113.0,103.0
2024-11-02 23:30:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.PHILADELPHIA_76ERS,124.0,107.0
2024-11-02 23:30:00+00:00,Team.SACRAMENTO_KINGS,Team.TORONTO_RAPTORS,128.0,131.0
2024-11-03 00:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.HOUSTON_ROCKETS,127.0,121.0
2024-11-03 00:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.MILWAUKEE_BUCKS,114.0,113.0
2024-11-03 00:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.SAN_ANTONIO_SPURS,103.0,113.0
2024-11-03 01:30:00+00:00,Team.MIAMI_HEAT,Team.WASHINGTON_WIZARDS,118.0,98.0
2024-11-03 02:00:00+00:00,Team.UTAH_JAZZ,Team.DENVER_NUGGETS,103.0,129.0
2024-11-03 02:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.PHOENIX_SUNS,97.0,103.0
2024-11-03 02:30:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.LOS_ANGELES_CLIPPERS,105.0,92.0
2024-11-03 20:30:00+00:00,Team.DETROIT_PISTONS,Team.BROOKLYN_NETS,106.0,92.0
2024-11-04 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.NEW_ORLEANS_PELICANS,126.0,111.0
2024-11-04 00:30:00+00:00,Team.ORLANDO_MAGIC,Team.DALLAS_MAVERICKS,85.0,108.0
2024-11-05 00:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.CLEVELAND_CAVALIERS,114.0,116.0
2024-11-05 00:15:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.WASHINGTON_WIZARDS,125.0,112.0
2024-11-05 00:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.DETROIT_PISTONS,103.0,115.0
2024-11-05 00:45:00+00:00,Team.BOSTON_CELTICS,Team.ATLANTA_HAWKS,123.0,93.0
2024-11-05 01:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.BROOKLYN_NETS,104.0,106.0
2024-11-05 01:15:00+00:00,Team.SACRAMENTO_KINGS,Team.MIAMI_HEAT,111.0,110.0
2024-11-05 01:30:00+00:00,Team.UTAH_JAZZ,Team.CHICAGO_BULLS,135.0,126.0
2024-11-05 01:45:00+00:00,Team.NEW_YORK_KNICKS,Team.HOUSTON_ROCKETS,97.0,109.0
2024-11-05 02:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.MINNESOTA_TIMBERWOLVES,93.0,114.0
2024-11-05 02:15:00+00:00,Team.ORLANDO_MAGIC,Team.OKLAHOMA_CITY_THUNDER,86.0,102.0
2024-11-05 02:30:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.NEW_ORLEANS_PELICANS,118.0,100.0
2024-11-05 02:45:00+00:00,Team.INDIANA_PACERS,Team.DALLAS_MAVERICKS,134.0,127.0
2024-11-05 03:00:00+00:00,Team.TORONTO_RAPTORS,Team.DENVER_NUGGETS,119.0,121.0
2024-11-05 03:15:00+00:00,Team.PHILADELPHIA_76ERS,Team.PHOENIX_SUNS,116.0,118.0
2024-11-05 03:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.LOS_ANGELES_CLIPPERS,104.0,113.0
2024-11-07 00:00:00+00:00,Team.DETROIT_PISTONS,Team.CHARLOTTE_HORNETS,107.0,108.0
2024-11-07 00:00:00+00:00,Team.ORLANDO_MAGIC,Team.INDIANA_PACERS,111.0,118.0
2024-11-07 00:30:00+00:00,Team.NEW_YORK_KNICKS,Team.ATLANTA_HAWKS,116.0,121.0
2024-11-07 00:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.BOSTON_CELTICS,118.0,112.0
2024-11-07 01:00:00+00:00,Team.SAN_ANTONIO_SPURS,Team.HOUSTON_ROCKETS,100.0,127.0
2024-11-07 01:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.MEMPHIS_GRIZZLIES,114.0,131.0
2024-11-07 01:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.NEW_ORLEANS_PELICANS,131.0,122.0
2024-11-07 01:30:00+00:00,Team.CHICAGO_BULLS,Team.DALLAS_MAVERICKS,99.0,119.0
2024-11-07 02:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.DENVER_NUGGETS,122.0,124.0
2024-11-07 02:00:00+00:00,Team.MIAMI_HEAT,Team.PHOENIX_SUNS,112.0,115.0
2024-11-07 03:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.LOS_ANGELES_CLIPPERS,98.0,110.0
2024-11-07 03:00:00+00:00,Team.TORONTO_RAPTORS,Team.SACRAMENTO_KINGS,107.0,122.0
2024-11-08 01:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.CHICAGO_BULLS,135.0,119.0
2024-11-08 01:00:00+00:00,Team.UTAH_JAZZ,Team.MILWAUKEE_BUCKS,100.0,123.0
2024-11-08 01:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.SAN_ANTONIO_SPURS,105.0,118.0
2024-11-09 00:00:00+00:00,Team.INDIANA_PACERS,Team.CHARLOTTE_HORNETS,83.0,103.0
2024-11-09 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.DETROIT_PISTONS,121.0,122.0
2024-11-09 00:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.ORLANDO_MAGIC,88.0,115.0
2024-11-09 00:30:00+00:00,Team.BROOKLYN_NETS,Team.BOSTON_CELTICS,104.0,108.0
2024-11-09 00:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.CLEVELAND_CAVALIERS,117.0,136.0
2024-11-09 00:30:00+00:00,Team.PHOENIX_SUNS,Team.DALLAS_MAVERICKS,114.0,113.0
2024-11-09 00:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.NEW_YORK_KNICKS,94.0,116.0
2024-11-09 01:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.MEMPHIS_GRIZZLIES,104.0,128.0
2024-11-09 01:00:00+00:00,Team.HOUSTON_ROCKETS,Team.OKLAHOMA_CITY_THUNDER,107.0,126.0
2024-11-09 02:00:00+00:00,Team.MIAMI_HEAT,Team.DENVER_NUGGETS,122.0,135.0
2024-11-09 02:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.MINNESOTA_TIMBERWOLVES,102.0,127.0
2024-11-09 03:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.LOS_ANGELES_LAKERS,106.0,116.0
2024-11-09 03:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.SACRAMENTO_KINGS,107.0,98.0
2024-11-09 22:00:00+00:00,Team.UTAH_JAZZ,Team.SAN_ANTONIO_SPURS,111.0,110.0
2024-11-10 00:30:00+00:00,Team.CHICAGO_BULLS,Team.ATLANTA_HAWKS,125.0,113.0
2024-11-10 00:30:00+00:00,Team.BROOKLYN_NETS,Team.CLEVELAND_CAVALIERS,100.0,105.0
2024-11-10 03:30:00+00:00,Team.TORONTO_RAPTORS,Team.LOS_ANGELES_CLIPPERS,103.0,105.0
2024-11-10 20:00:00+00:00,Team.HOUSTON_ROCKETS,Team.DETROIT_PISTONS,101.0,99.0
2024-11-10 20:30:00+00:00,Team.BOSTON_CELTICS,Team.MILWAUKEE_BUCKS,113.0,107.0
2024-11-10 22:00:00+00:00,Team.NEW_YORK_KNICKS,Team.INDIANA_PACERS,121.0,132.0
2024-11-10 23:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.ORLANDO_MAGIC,94.0,121.0
2024-11-11 00:00:00+00:00,Team.MIAMI_HEAT,Team.MINNESOTA_TIMBERWOLVES,95.0,94.0
2024-11-11 00:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.OKLAHOMA_CITY_THUNDER,127.0,116.0
2024-11-11 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.PHILADELPHIA_76ERS,105.0,107.0
2024-11-11 01:00:00+00:00,Team.DALLAS_MAVERICKS,Team.DENVER_NUGGETS,120.0,122.0
2024-11-11 01:00:00+00:00,Team.SACRAMENTO_KINGS,Team.PHOENIX_SUNS,127.0,118.0
2024-11-11 02:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.PORTLAND_TRAIL_BLAZERS,134.0,89.0
2024-11-11 02:30:00+00:00,Team.TORONTO_RAPTORS,Team.LOS_ANGELES_LAKERS,103.0,123.0
2024-11-12 01:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.CHICAGO_BULLS,119.0,113.0
2024-11-12 01:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.HOUSTON_ROCKETS,92.0,107.0
2024-11-12 01:00:00+00:00,Team.BROOKLYN_NETS,Team.NEW_ORLEANS_PELICANS,107.0,105.0
2024-11-12 01:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.OKLAHOMA_CITY_THUNDER,128.0,134.0
2024-11-12 01:00:00+00:00,Team.SACRAMENTO_KINGS,Team.SAN_ANTONIO_SPURS,96.0,116.0
2024-11-13 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.BOSTON_CELTICS,117.0,116.0
2024-11-13 00:00:00+00:00,Team.MIAMI_HEAT,Team.DETROIT_PISTONS,121.0,123.0
2024-11-13 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.ORLANDO_MAGIC,89.0,114.0
2024-11-13 00:30:00+00:00,Team.NEW_YORK_KNICKS,Team.PHILADELPHIA_76ERS,111.0,99.0
2024-11-13 01:00:00+00:00,Team.TORONTO_RAPTORS,Team.MILWAUKEE_BUCKS,85.0,99.0
2024-11-13 02:00:00+00:00,Team.PHOENIX_SUNS,Team.UTAH_JAZZ,120.0,112.0
2024-11-13 03:00:00+00:00,Team.DALLAS_MAVERICKS,Team.GOLDEN_STATE_WARRIORS,117.0,120.0
2024-11-13 03:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.PORTLAND_TRAIL_BLAZERS,108.0,122.0
2024-11-14 00:00:00+00:00,Team.INDIANA_PACERS,Team.ORLANDO_MAGIC,90.0,94.0
2024-11-14 00:30:00+00:00,Team.BOSTON_CELTICS,Team.BROOKLYN_NETS,139.0,114.0
2024-11-14 00:30:00+00:00,Team.CHICAGO_BULLS,Team.NEW_YORK_KNICKS,124.0,123.0
2024-11-14 00:30:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.OKLAHOMA_CITY_THUNDER,88.0,106.0
2024-11-14 00:30:00+00:00,Team.CLEVELAND_CAVALIERS,Team.PHILADELPHIA_76ERS,114.0,106.0
2024-11-14 01:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.HOUSTON_ROCKETS,103.0,111.0
2024-11-14 01:00:00+00:00,Team.DETROIT_PISTONS,Team.MILWAUKEE_BUCKS,120.0,127.0
2024-11-14 01:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.SAN_ANTONIO_SPURS,130.0,139.0
2024-11-14 03:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.LOS_ANGELES_LAKERS,123.0,128.0
2024-11-14 03:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.PORTLAND_TRAIL_BLAZERS,98.0,106.0
2024-11-14 03:00:00+00:00,Team.PHOENIX_SUNS,Team.SACRAMENTO_KINGS,104.0,127.0
2024-11-15 02:00:00+00:00,Team.DALLAS_MAVERICKS,Team.UTAH_JAZZ,113.0,115.0
2024-11-16 00:00:00+00:00,Team.MIAMI_HEAT,Team.INDIANA_PACERS,124.0,111.0
2024-11-16 00:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.ORLANDO_MAGIC,86.0,98.0
2024-11-16 00:00:00+00:00,Team.DETROIT_PISTONS,Team.TORONTO_RAPTORS,99.0,95.0
2024-11-16 00:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.ATLANTA_HAWKS,117.0,129.0
2024-11-16 00:30:00+00:00,Team.CHICAGO_BULLS,Team.CLEVELAND_CAVALIERS,126.0,144.0
2024-11-16 00:30:00+00:00,Team.BROOKLYN_NETS,Team.NEW_YORK_KNICKS,122.0,124.0
2024-11-16 00:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.SAN_ANTONIO_SPURS,120.0,115.0
2024-11-16 01:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.HOUSTON_ROCKETS,104.0,125.0
2024-11-16 01:00:00+00:00,Team.DENVER_NUGGETS,Team.NEW_ORLEANS_PELICANS,94.0,101.0
2024-11-16 01:00:00+00:00,Team.PHOENIX_SUNS,Team.OKLAHOMA_CITY_THUNDER,83.0,99.0
2024-11-16 03:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.GOLDEN_STATE_WARRIORS,118.0,123.0
2024-11-16 03:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.SACRAMENTO_KINGS,130.0,126.0
2024-11-16 20:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.CHARLOTTE_HORNETS,114.0,115.0
2024-11-17 01:00:00+00:00,Team.TORONTO_RAPTORS,Team.BOSTON_CELTICS,123.0,126.0
2024-11-17 01:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.NEW_ORLEANS_PELICANS,104.0,99.0
2024-11-17 01:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.DALLAS_MAVERICKS,93.0,110.0
2024-11-17 03:00:00+00:00,Team.UTAH_JAZZ,Team.SACRAMENTO_KINGS,117.0,121.0
2024-11-17 20:30:00+00:00,Team.PHOENIX_SUNS,Team.MINNESOTA_TIMBERWOLVES,117.0,120.0
2024-11-17 22:00:00+00:00,Team.MIAMI_HEAT,Team.INDIANA_PACERS,110.0,119.0
2024-11-17 23:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.CLEVELAND_CAVALIERS,114.0,128.0
2024-11-17 23:00:00+00:00,Team.DENVER_NUGGETS,Team.MEMPHIS_GRIZZLIES,90.0,105.0
2024-11-17 23:00:00+00:00,Team.ATLANTA_HAWKS,Team.PORTLAND_TRAIL_BLAZERS,110.0,114.0
2024-11-17 23:00:00+00:00,Team.DETROIT_PISTONS,Team.WASHINGTON_WIZARDS,124.0,104.0
2024-11-18 00:00:00+00:00,Team.HOUSTON_ROCKETS,Team.CHICAGO_BULLS,143.0,107.0
2024-11-18 00:00:00+00:00,Team.BROOKLYN_NETS,Team.NEW_YORK_KNICKS,104.0,114.0
2024-11-18 00:00:00+00:00,Team.DALLAS_MAVERICKS,Team.OKLAHOMA_CITY_THUNDER,121.0,119.0
2024-11-18 02:00:00+00:00,Team.UTAH_JAZZ,Team.LOS_ANGELES_CLIPPERS,105.0,116.0
2024-11-19 00:00:00+00:00,Team.CHICAGO_BULLS,Team.DETROIT_PISTONS,122.0,112.0
2024-11-19 00:30:00+00:00,Team.PHILADELPHIA_76ERS,Team.MIAMI_HEAT,89.0,106.0
2024-11-19 00:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.NEW_YORK_KNICKS,106.0,134.0
2024-11-19 00:30:00+00:00,Team.INDIANA_PACERS,Team.TORONTO_RAPTORS,119.0,130.0
2024-11-19 01:00:00+00:00,Team.HOUSTON_ROCKETS,Team.MILWAUKEE_BUCKS,100.0,101.0
2024-11-19 02:00:00+00:00,Team.ORLANDO_MAGIC,Team.PHOENIX_SUNS,109.0,99.0
2024-11-19 03:00:00+00:00,Team.ATLANTA_HAWKS,Team.SACRAMENTO_KINGS,109.0,108.0
2024-11-19 03:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.LOS_ANGELES_CLIPPERS,99.0,102.0
2024-11-20 00:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.BOSTON_CELTICS,117.0,120.0
2024-11-20 00:30:00+00:00,Team.CHARLOTTE_HORNETS,Team.BROOKLYN_NETS,115.0,116.0
